timestamp,latitude,longitude,stop_id,route_id,occupancy,hour,day_of_week
2016-01-01 13:33:19.031898,5.580939499472041,-0.22821930136721172,S3372,unknown,0.5,13,4
2016-01-01 08:29:35.204759,5.609386544756959,-0.26424181571127825,S3222,unknown,0.2,8,4
2016-01-01 10:55:28.291956,5.57776361686413,-0.2571386933420605,S1748,unknown,0.5,10,4
2016-01-01 13:24:33.810597,5.536641907281598,-0.4132305482143945,S102,unknown,0.2,13,4
2016-01-01 11:25:39.053967,5.603508016529055,-0.25344763982257484,S2335,unknown,0.8,11,4
2016-01-01 11:21:10.528332,5.596540381976682,-0.20803005537753674,T470,unknown,0.5,11,4
2016-01-01 06:05:11.645766,5.544195656650058,-0.20517424058150902,S4554,unknown,0.8,6,4
2016-01-01 14:28:45.784508,5.590988398215333,-0.25145583069234173,S151,unknown,0.8,14,4
2016-01-01 09:48:17.417606,5.560144454280404,-0.23811365699693893,S2410,unknown,0.2,9,4
2016-01-01 08:33:13.752475,5.547522922002708,-0.2642613557309622,S1815,unknown,0.8,8,4
2016-01-01 07:34:42.883094,5.527912687458209,-0.27174318836127903,S4314,unknown,0.5,7,4
2016-01-01 15:27:57.277810,5.556044483075205,-0.24090230859860937,T4977,unknown,0.2,15,4
2016-01-01 10:29:13.389579,5.552229021396251,-0.20849294948700337,S206,unknown,0.2,10,4
2016-01-01 10:13:06.988917,5.565561925871918,-0.2352192572356847,T75,unknown,0.2,10,4
2016-01-01 12:51:15.492965,5.531281574698612,-0.26884471072130156,S4284,unknown,1.0,12,4
2016-01-01 18:35:59.671430,5.549217758560301,-0.21293689129480975,T113,unknown,1.0,18,4
2016-01-01 17:50:41.121690,5.551747917916733,-0.21972002700656076,T54,unknown,0.5,17,4
2016-01-01 20:33:57.262113,5.5484317394858165,-0.25795242016861625,T4715,unknown,0.5,20,4
2016-01-01 16:15:48.977370,5.573104809452757,-0.2310733190982618,S1632,unknown,0.5,16,4
2016-01-01 15:21:45.867866,5.660724958011515,-0.2068511559602455,S834,unknown,0.5,15,4
2016-01-01 20:00:06.075047,5.52486445968756,-0.24114794667258482,S4564,unknown,0.2,20,4
2016-01-01 13:49:22.066515,5.688237871309948,-0.28227361777093785,S415,unknown,0.5,13,4
2016-01-01 07:47:08.007689,5.534147829733115,-0.23224395993999936,S1153,unknown,0.8,7,4
2016-01-01 15:37:44.018771,5.625800120795056,-0.3063268598366911,S1695,unknown,0.2,15,4
2016-01-01 18:41:47.854859,5.643755451352938,-0.16042107230339697,S187,unknown,0.2,18,4
2016-01-01 09:32:14.653984,5.631136327999448,-0.26939128582273536,T448,unknown,0.8,9,4
2016-01-01 11:55:33.544101,5.535766697092496,-0.2464989321988753,S991,unknown,1.0,11,4
2016-01-01 20:51:40.975362,5.639779312685581,-0.17129053474370856,S2020,unknown,0.5,20,4
2016-01-01 11:52:15.090591,5.7052401940622905,-0.2983999270470109,S630,unknown,0.5,11,4
2016-01-01 20:26:11.870887,5.562116427853708,-0.21493744605022833,S205,unknown,0.2,20,4
2016-01-01 09:29:58.684822,5.649821429499511,-0.17907378761461015,S4069,unknown,0.5,9,4
2016-01-01 18:18:43.562341,5.667970305755215,-0.17643683631756846,S278,unknown,0.2,18,4
2016-01-01 21:03:31.451444,5.589757040785546,-0.25220662779840414,S4744,unknown,0.5,21,4
2016-01-01 08:28:13.381445,5.648980689185256,-0.15083938762602736,T183,unknown,1.0,8,4
2016-01-01 19:39:14.385049,5.605599012168225,-0.2595152689581484,S6032,unknown,0.2,19,4
2016-01-01 13:36:28.870209,5.6096454381337,-0.226964285703452,S268,unknown,0.8,13,4
2016-01-01 05:40:27.670543,5.557032668654553,-0.2402311396145266,S958,unknown,0.5,5,4
2016-01-01 14:45:40.271634,5.588689175047592,-0.1964266134081474,S3682,unknown,0.8,14,4
2016-01-01 21:53:11.854898,5.53758099021005,-0.22924466244896513,S4501,unknown,1.0,21,4
2016-01-01 15:39:12.778002,5.6894617679848505,-0.28221151176817016,S341,unknown,0.2,15,4
2016-01-01 21:29:49.418913,5.640197040211289,-0.20839787140832605,S815,unknown,0.8,21,4
2016-01-01 19:57:22.355604,5.653499452899487,-0.1780827798904662,S3919,unknown,0.2,19,4
2016-01-01 10:31:15.387288,5.600440885266969,-0.2245976194051283,S6238,unknown,0.2,10,4
2016-01-01 12:01:34.201722,5.584070464686341,-0.2187066759755235,S5474,unknown,0.2,12,4
2016-01-01 18:27:16.125523,5.640007026697513,-0.18009311554551366,S3295,unknown,0.5,18,4
2016-01-01 08:25:02.100952,5.539649878322321,-0.2666912878794138,S1979,unknown,0.5,8,4
2016-01-01 16:26:18.340474,5.621134514075753,-0.22606440149710422,T251,unknown,0.2,16,4
2016-01-01 16:09:48.378625,5.5714098133732115,-0.24268071706612965,S1096,unknown,0.5,16,4
2016-01-01 15:23:06.710994,5.637071576039749,-0.10528390364753086,S3628,unknown,0.2,15,4
2016-01-01 16:09:32.601234,5.7119650526712915,-0.30448626116354843,S6184,unknown,0.5,16,4
2016-01-01 18:18:42.282076,5.55933904143377,-0.18141366385580823,S1069,unknown,0.2,18,4
2016-01-01 11:26:12.789387,5.543981525540439,-0.20549523123014538,S1166,unknown,0.2,11,4
2016-01-01 18:18:09.570880,5.608285495513989,-0.2591527243646886,S3215,unknown,0.2,18,4
2016-01-01 16:59:19.425482,5.53302214966477,-0.24344397759420278,S936,unknown,0.2,16,4
2016-01-01 20:06:04.734785,5.573387036082576,-0.2874556614745514,S3824,unknown,0.5,20,4
2016-01-01 15:57:04.685340,5.607279501585507,-0.26315598223709863,S5964,unknown,0.8,15,4
2016-01-01 08:56:03.693929,5.606731517551897,-0.24638998845385196,T0,unknown,0.2,8,4
2016-01-01 14:58:04.648294,5.607902060843274,-0.25996542100457326,S6032,unknown,0.2,14,4
2016-01-01 20:47:07.306042,5.586339388336767,-0.14072517501918194,S5795,unknown,0.5,20,4
2016-01-01 15:04:45.992049,5.587799492933846,-0.27064392590151004,S5726,unknown,0.5,15,4
2016-01-01 11:12:52.884444,5.6240623903245845,-0.07547324462328438,S6110,unknown,0.2,11,4
2016-01-01 13:55:40.290773,5.544497123421975,-0.25317273762602693,T2431,unknown,0.5,13,4
2016-01-01 10:43:23.851122,5.546698669770348,-0.20594596365515364,T3099,unknown,0.2,10,4
2016-01-01 22:15:21.760104,5.586000498564703,-0.2727159324502365,S3820,unknown,1.0,22,4
2016-01-01 07:05:52.788823,5.6076573373968,-0.244302849276153,T0,unknown,0.5,7,4
2016-01-01 10:10:04.905213,5.586517938189714,-0.23259274125640522,S5878,unknown,0.2,10,4
2016-01-01 09:11:19.190559,5.572989727817011,-0.2482451594005206,S1101,unknown,0.8,9,4
2016-01-01 12:09:51.992813,5.535027409532188,-0.24610413328745526,S991,unknown,0.5,12,4
2016-01-01 11:15:02.516039,5.599163630958326,-0.2370749374582833,S32,unknown,0.5,11,4
2016-01-01 16:46:50.285475,5.532377243359691,-0.24767079996732075,S2094,unknown,0.2,16,4
2016-01-01 20:15:07.337066,5.5512061609181504,-0.2129896587554377,T113,unknown,0.2,20,4
2016-01-01 18:07:46.566705,5.5507941236628895,-0.22000880710396148,T54,unknown,0.5,18,4
2016-01-01 14:28:25.879272,5.609054064365225,-0.2355982957591059,S847,unknown,0.5,14,4
2016-01-01 22:28:36.023514,5.535391520269846,-0.23398681402138102,S987,unknown,0.5,22,4
2016-01-01 21:49:51.885042,5.589253439544499,-0.19438940785229386,S5136,unknown,0.2,21,4
2016-01-01 09:09:38.691844,5.530206569078305,-0.26388907856075755,T211,unknown,0.2,9,4
2016-01-01 09:21:00.797941,5.621733648271943,-0.2249209788479515,T232,unknown,0.2,9,4
2016-01-01 07:21:42.673329,5.542089987517872,-0.2636306601053963,S1818,unknown,0.2,7,4
2016-01-01 17:29:52.083249,5.623991506611203,-0.17025112559565098,S749,unknown,1.0,17,4
2016-01-01 07:43:12.875958,5.645496206050558,-0.23814052221234022,S5246,unknown,0.8,7,4
2016-01-01 14:49:17.745035,5.555983197516613,-0.18364175426755167,S1070,unknown,0.5,14,4
2016-01-01 20:08:10.615541,5.5717774713132515,-0.20114072961736595,S1594,unknown,1.0,20,4
2016-01-01 16:51:04.312723,5.6089279654260595,-0.2489178832178179,T0,unknown,0.2,16,4
2016-01-01 18:02:53.781527,5.620379537951951,-0.22585825047083244,T251,unknown,0.2,18,4
2016-01-01 18:25:23.006622,5.56929504888098,-0.21822205295334166,T1206,unknown,0.2,18,4
2016-01-01 16:21:25.779004,5.5671824568792445,-0.237130102877597,S2708,unknown,0.2,16,4
2016-01-01 20:56:11.798930,5.527113127933869,-0.2738253740938482,T4259,unknown,0.5,20,4
2016-01-01 18:54:53.736912,5.5619207032648,-0.2147659679094188,S205,unknown,0.5,18,4
2016-01-01 12:22:08.079453,5.5891882324170075,-0.16299631410173301,S5807,unknown,0.5,12,4
2016-01-01 14:50:08.620848,5.556538879293796,-0.232138844985505,S4727,unknown,0.5,14,4
2016-01-01 15:11:00.735787,5.655978170600126,-0.2078096537835358,S5760,unknown,0.2,15,4
2016-01-01 06:24:33.267156,5.644209909370755,-0.34346825520511254,S1682,unknown,0.8,6,4
2016-01-01 15:25:32.969546,5.640830418401296,-0.17746633622066132,S2523,unknown,1.0,15,4
2016-01-01 11:54:52.577191,5.541841567548097,-0.26514315191712473,S1818,unknown,0.8,11,4
2016-01-01 11:56:38.533537,5.567580206053955,-0.21655463152965307,T1416,unknown,0.5,11,4
2016-01-01 14:47:23.942689,5.657274478003119,-0.2658210449465536,S5435,unknown,1.0,14,4
2016-01-01 16:32:10.621277,5.71070373476872,-0.3050232192799986,S5450,unknown,0.5,16,4
2016-01-01 08:52:11.052224,5.579890981095471,-0.24517844124138055,S1305,unknown,1.0,8,4
2016-01-01 12:23:53.878952,5.58775606478982,-0.22724327972029312,S1229,unknown,0.5,12,4
2016-01-01 09:05:50.330613,5.58531226881539,-0.235029049700639,T132,unknown,0.5,9,4
2016-01-01 08:27:05.674844,5.539805151327092,-0.20948692318983492,T4557,unknown,0.2,8,4
2016-01-01 21:29:34.013731,5.537780718112058,-0.2168832596246546,S2177,unknown,0.2,21,4
2016-01-01 05:56:27.159389,5.6077662454278805,-0.24360863330020693,S3851,unknown,0.2,5,4
2016-01-01 13:34:42.906320,5.606907652768439,-0.32546705007822524,S5667,unknown,0.2,13,4
2016-01-01 19:49:16.603174,5.603031701592796,-0.07799791725589099,T768,unknown,0.2,19,4
2016-01-01 15:24:47.379596,5.542690018912476,-0.20678049411728455,S2672,unknown,0.2,15,4
2016-01-01 14:52:43.886889,5.6485514525452185,-0.15057464904580425,S173,unknown,0.5,14,4
2016-01-01 12:51:38.930724,5.560623239733928,-0.1539976994919521,S4852,unknown,0.2,12,4
2016-01-01 13:01:01.919925,5.635041932361147,-0.24030573198143387,S5079,unknown,0.2,13,4
2016-01-01 15:55:13.055936,5.579541674398088,-0.19872789010346023,T136,unknown,0.8,15,4
2016-01-01 11:15:06.746229,5.5489756576692315,-0.2013674092720253,T2086,unknown,0.2,11,4
2016-01-01 11:00:45.921771,5.595142287109235,-0.19523516379875924,S3927,unknown,0.5,11,4
2016-01-01 07:11:49.793404,5.538277132645602,-0.21834313413016437,S2666,unknown,0.5,7,4
2016-01-01 12:10:30.986437,5.627626982296063,-0.17771338026303118,T155,unknown,0.2,12,4
2016-01-01 07:03:58.766507,5.6250595775862005,-0.07456252542829744,S3672,unknown,1.0,7,4
2016-01-01 19:56:32.504242,5.54595894408646,-0.26353455642073786,S1816,unknown,0.8,19,4
2016-01-01 18:33:02.926804,5.570487619133509,-0.2156424638409984,T1416,unknown,0.5,18,4
2016-01-01 18:11:16.658713,5.595722783147553,-0.21010148408588483,T470,unknown,0.8,18,4
2016-01-01 09:32:52.055364,5.540115024702193,-0.222465802348004,S2664,unknown,0.8,9,4
2016-01-01 16:29:51.396828,5.538778525465124,-0.21416377546962684,S925,unknown,1.0,16,4
2016-01-01 18:52:11.353710,5.5503890790376245,-0.3692056637874537,S96,unknown,0.5,18,4
2016-01-01 07:43:39.937993,5.637737803066364,-0.2149448729135295,S3142,unknown,0.2,7,4
2016-01-01 06:35:10.566934,5.545673112133055,-0.25470451270150085,S4944,unknown,0.5,6,4
2016-01-01 14:49:10.262554,5.55964958936397,-0.26469014191734974,S1869,unknown,0.5,14,4
2016-01-01 17:27:50.566127,5.6010116294255585,-0.23785005551937183,T21,unknown,0.2,17,4
2016-01-01 18:41:05.338306,5.560685018759235,-0.20086333236152235,S3617,unknown,1.0,18,4
2016-01-01 06:47:36.646427,5.602175664844375,-0.23835132715208876,S5323,unknown,0.2,6,4
2016-01-01 20:17:05.831391,5.671361840565267,-0.17426579752986857,S280,unknown,0.8,20,4
2016-01-01 13:20:32.739453,5.608115601018209,-0.2469275233103142,T0,unknown,0.5,13,4
2016-01-01 06:34:36.678727,5.5624837133872145,-0.2294848965569476,S2133,unknown,1.0,6,4
2016-01-01 05:31:37.761447,5.536981248562321,-0.2659588279700324,S1949,unknown,0.2,5,4
2016-01-01 09:00:59.670392,5.577711469551771,-0.22310689406034176,S5600,unknown,0.5,9,4
2016-01-01 18:58:51.984858,5.57620452720267,-0.2898333450090936,T1957,unknown,0.5,18,4
2016-01-01 18:20:47.790670,5.535624768157672,-0.40643905813411885,S5403,unknown,1.0,18,4
2016-01-01 06:17:43.070333,5.554402848276573,-0.23994504260810007,S2583,unknown,0.5,6,4
