timestamp,latitude,longitude,stop_id,route_id,occupancy,hour,day_of_week
2016-01-01 10:52:28.898683,5.532981816249234,-0.24280180056410725,S4988,unknown,1.0,10,4
2016-01-01 06:42:13.440236,5.57658264969352,-0.176437759832194,S3980,unknown,0.5,6,4
2016-01-01 19:32:35.850364,5.554724311516189,-0.3094690930658648,S91,unknown,0.2,19,4
2016-01-01 07:55:02.753592,5.536076298473324,-0.22258196569930916,S5124,unknown,0.2,7,4
2016-01-01 06:14:31.901873,5.557574879823127,-0.2120304499268878,S222,unknown,0.5,6,4
2016-01-01 16:37:46.384846,5.660358326497672,-0.2368293215131958,S5338,unknown,0.8,16,4
2016-01-01 20:52:21.650258,5.557889347006965,-0.24017071082859134,S1123,unknown,0.5,20,4
2016-01-01 11:01:49.909375,5.704922607085911,-0.2988814440504023,T3846,unknown,1.0,11,4
2016-01-01 07:04:25.581886,5.5291171237616865,-0.26437208821542024,T212,unknown,0.5,7,4
2016-01-01 12:13:38.029249,5.6208094420457515,-0.22555271503788607,T251,unknown,0.2,12,4
2016-01-01 10:24:59.833851,5.6033324446133275,-0.25991263537104914,T1994,unknown,1.0,10,4
2016-01-01 19:36:18.133115,5.575682975591562,-0.15478605072814128,S757,unknown,0.8,19,4
2016-01-01 14:10:49.152218,5.5294123704898555,-0.27002130289714726,S4261,unknown,0.2,14,4
2016-01-01 07:02:49.034648,5.666492771848084,-0.17649954975538693,S1573,unknown,0.5,7,4
2016-01-01 15:28:10.497055,5.60858865336402,-0.24728626911848406,T0,unknown,0.5,15,4
2016-01-01 05:28:56.875128,5.563167815368036,-0.21461034999642292,S205,unknown,0.5,5,4
2016-01-01 18:04:59.116825,5.581881169416518,-0.20001575012600284,T136,unknown,0.5,18,4
2016-01-01 05:58:31.397367,5.587898605262582,-0.18194615660278313,T2880,unknown,0.2,5,4
2016-01-01 09:20:12.488451,5.572796786075024,-0.20503323810501356,S1613,unknown,0.5,9,4
2016-01-01 06:41:19.617140,5.562595259610664,-0.26063100053673993,S1923,unknown,0.2,6,4
2016-01-01 15:21:05.088304,5.633577456397275,-0.2514729762920529,S5811,unknown,1.0,15,4
2016-01-01 13:25:38.679186,5.590247064311812,-0.17941006343024152,T2880,unknown,0.8,13,4
2016-01-01 10:09:03.677345,5.556354412355316,-0.24133359751233133,S2451,unknown,0.5,10,4
2016-01-01 08:02:45.514685,5.563139661274,-0.23461118448491425,T75,unknown,0.5,8,4
2016-01-01 08:14:42.239403,5.527388957128633,-0.2494106032088075,S4993,unknown,0.5,8,4
2016-01-01 10:50:00.572821,5.637753146328728,-0.12704690633033297,S6095,unknown,0.5,10,4
2016-01-01 18:43:34.061460,5.583317281849411,-0.27657237475122026,S4179,unknown,1.0,18,4
2016-01-01 08:30:12.656268,5.5898365923186795,-0.2690548261812439,S3760,unknown,0.2,8,4
2016-01-01 21:16:36.297386,5.575964309068892,-0.2878406951878332,T1957,unknown,0.5,21,4
2016-01-01 11:46:09.195612,5.607499053620004,-0.2369370396044584,S486,unknown,0.5,11,4
2016-01-01 07:56:29.415269,5.5331206956387256,-0.2574320131909217,S2097,unknown,0.2,7,4
2016-01-01 11:36:19.634844,5.663541493142625,-0.1780014025059859,S4447,unknown,0.8,11,4
2016-01-01 15:33:38.601400,5.642361994395826,-0.17776633523912824,S2523,unknown,0.5,15,4
2016-01-01 09:52:18.469049,5.543653878966578,-0.2649047870620432,S1877,unknown,1.0,9,4
2016-01-01 16:24:59.794991,5.614048730366671,-0.24594264036677657,S6003,unknown,0.2,16,4
2016-01-01 10:40:06.145346,5.582156920088239,-0.2087704457420601,S561,unknown,1.0,10,4
2016-01-01 09:40:37.257448,5.556515148176364,-0.2501472239917651,S956,unknown,0.2,9,4
